Movie Name,Rating,Runtime,Metascore,Votes,Gross,imdb_id,Hit,popularity,vote_average,release_year,budget_adj,revenue_adj,is_major_company,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_Horror,Genre_Music,Genre_Mystery,Genre_Romance,Genre_Sci-Fi,Genre_Thriller,Genre_War,Genre_Western
The Namesake,7.5,122,82.0,21197,8661334,tt0433416,0,0.254596,7.0,2006,12980029.9,21783557.79,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Red Desert,7.5,117,65.23290203327171,16672,16672,tt0058003,0,0.185261,6.8,1964,19392071.575000003,31555208.205,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Sunshine,7.5,181,71.0,15500,5095981,tt0145503,0,0.390862,4.8,1999,6255975.325,18652943.93,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Fist of Legend,7.5,103,52.75206611570248,24337,24337,tt0110200,0,0.310592,7.5,1994,19392071.575000003,2806502.784,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Husbands and Wives,7.5,108,84.0,30218,10555619,tt0104466,0,0.466927,5.9,1992,34894673.955,34340989.57,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Tekkonkinkreet,7.5,111,65.0,14088,14088,tt0831888,0,0.238102,7.5,2006,19392071.575000003,31555208.205,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Counterfeiters,7.5,99,78.0,46525,5484715,tt0813547,0,0.263249,6.9,2007,45000000.0,77506969.72,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Jodhaa Akbar,7.5,213,69.0,33662,3440718,tt0449994,0,0.389554,7.8,2008,8483911.074,13166226.24,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Stewie Griffin: The Untold Story,7.5,88,64.54545454545455,33101,33101,tt0385690,0,0.259903,6.9,2005,34694390.230000004,49035503.48,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
All or Nothing,7.5,128,72.0,11173,121756,tt0286261,0,0.376186,5.8,2002,10910352.54,31555208.205,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Submarino,7.5,105,65.23290203327171,11027,11027,tt1322385,0,0.201591,7.0,2010,19392071.575000003,31555208.205,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
The Consequences of Love,7.5,100,63.25908372827804,18062,18062,tt0398883,0,0.316254,7.3,2004,19392071.575000003,31555208.205,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Scrooge,7.5,113,58.0,11751,3698009,tt0066344,0,0.42443,5.8,1970,78760466.20075,165524556.362,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
And Now for Something Completely Different,7.5,88,56.58610567514677,30869,30869,tt0066765,0,0.553366,6.9,1971,48904571.56,103472187.85,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
King of Devil's Island,7.5,116,52.75206611570248,19503,7166,tt1332134,0,0.393778,6.6,2010,10000000.0,681161.3473,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mondays in the Sun,7.5,113,64.0,14975,146402,tt0319769,0,0.111966,6.5,2002,4849045.574,177477.4925,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Land and Freedom,7.5,109,65.23290203327171,11659,230187,tt0114671,0,0.079703,6.6,1995,19392071.575000003,31555208.205,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Blancanieves,7.5,104,82.0,11316,279735,tt1854513,0,0.062706,6.9,2012,19392071.575000003,265676.7165,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Elling,7.5,89,70.0,15452,313436,tt0279064,0,0.478397,6.6,2001,5066000.779,4605455.254,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
John Wick,7.4,101,68.0,698453,43037835,tt2911666,0,11.422751,7.0,2014,18421821.02,72526614.47,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mission: Impossible - Rogue Nation,7.4,131,75.0,384894,132142175,tt2381249,0,4.566713,7.1,2015,78760466.20075,165524556.362,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Spider-Man,7.4,121,73.0,840877,132142175,tt0145487,0,3.241129,6.6,2002,78760466.20075,165524556.362,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Evil Dead,7.4,85,71.0,222276,2400000,tt0083907,0,1.021218,7.2,1981,839366.7817,70506809.66,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Scream,7.4,111,65.0,365121,103046663,tt0117571,0,1.286189,6.9,1996,19463034.35,165524556.362,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
American Graffiti,7.4,110,97.0,94134,115000000,tt0069704,0,0.684079,6.5,1973,3815970.993,165524556.362,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Harry Potter and the Chamber of Secrets,7.4,161,63.0,658102,132142175,tt0295297,0,6.012584,7.2,2002,78760466.20075,165524556.362,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Spider-Man 2,7.4,127,83.0,674685,132142175,tt0316654,0,1.304553,6.4,2004,78760466.20075,165524556.362,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Rock,7.4,136,58.0,347484,132142175,tt0117500,0,2.055908,6.8,1996,78760466.20075,165524556.362,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Crazy, Stupid, Love.",7.4,118,68.0,534774,84351197,tt1570728,0,2.924415,6.9,2011,48469902.13,138479670.8,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Bram Stoker's Dracula,7.4,128,57.0,226021,82522790,tt0103874,0,1.432653,6.8,1992,62160970.18,165524556.362,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
National Lampoon's Animal House,7.4,109,79.0,125505,125505,tt0077975,0,1.15793,6.7,1978,9025291.876,165524556.362,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Predestination,7.4,97,69.0,291709,68372,tt2397535,0,2.116264,7.2,2014,5066000.779,2763273.152,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Frozen,7.4,102,75.0,640617,132142175,tt2294629,0,6.112766,7.5,2013,78760466.20075,165524556.362,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mission: Impossible - Ghost Protocol,7.4,132,73.0,502427,132142175,tt1229238,0,2.95274,6.7,2011,78760466.20075,165524556.362,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Army of Darkness,7.4,81,59.0,186846,11502976,tt0106308,0,1.375348,7.2,1992,17094266.8,89565316.505,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The Rocky Horror Picture Show,7.4,100,65.0,158248,132142175,tt0073629,0,1.409947,7.1,1975,4862185.406,165524556.362,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
A Nightmare on Elm Street,7.4,91,76.0,248744,25504513,tt0087800,0,1.331432,7.1,1984,3778275.671,53535044.98,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Erin Brockovich,7.4,131,73.0,207599,125595205,tt0195685,0,1.208034,6.9,2000,65847189.95,165524556.362,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Superman,7.4,143,82.0,180996,132142175,tt0078346,0,1.210324,6.7,1978,78760466.20075,165524556.362,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Zero Dark Thirty,7.4,157,95.0,309682,95720716,tt1790885,0,1.554441,6.5,2012,37989771.25,126145715.5,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
A History of Violence,7.4,96,82.0,245143,31493782,tt0399146,0,0.773901,6.7,2005,35730025.27,67820977.61,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Texas Chain Saw Massacre,7.4,83,87.0,170849,30859000,tt0072271,0,0.906087,6.8,1974,375894.1305,136467258.5,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Limitless,7.4,105,59.0,590209,79249455,tt1219289,0,2.754426,7.0,2011,26173747.15,156896544.9,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Hoosiers,7.4,114,76.0,49231,28607524,tt0091217,0,0.544757,6.7,1986,17904657.7,56911991.64,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Carrie,7.4,98,86.0,195162,33800000,tt0074285,0,1.263483,6.8,1976,6897056.451,129511393.4,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Back to the Future Part III,7.4,118,55.0,461651,87727583,tt0099088,0,2.441201,6.9,1990,66755941.61,165524556.362,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
X2: X-Men United,7.4,134,68.0,561632,132142175,tt0290334,0,0.175002,6.7,2003,78760466.20075,165524556.362,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Law Abiding Citizen,7.4,109,34.0,307145,73343413,tt1197624,0,1.542135,7.2,2009,53869223.01,128768508.9,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Picnic at Hanging Rock,7.4,115,81.0,39185,232201,tt0073540,0,0.450311,6.4,1975,19392071.575000003,7293939.804599999,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Looper,7.4,119,84.0,587641,66486205,tt1276104,0,1.58709,6.5,2012,28492328.44,44677870.48,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Up in the Air,7.4,109,83.0,342446,83823381,tt1193138,0,0.598075,6.6,2009,25410010.85,165524556.362,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Cloud Atlas,7.4,172,55.0,367769,27108272,tt1371111,0,2.478372,6.5,2012,78760466.20075,123925357.7,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Galaxy Quest,7.4,102,70.0,169964,71583916,tt0177789,0,1.348628,6.6,1999,58907378.1,118710038.4,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Emperor's New Groove,7.4,78,70.0,213521,89302687,tt0120917,0,1.768463,6.9,2000,78760466.20075,165524556.362,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Judge,7.4,141,48.0,196463,47119388,tt1872194,0,2.523101,7.2,2014,46054552.54,77113179.06,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
The Hobbit: The Battle of the Five Armies,7.4,144,59.0,548590,132142175,tt2310332,0,10.174599,7.1,2014,78760466.20075,165524556.362,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Borat,7.4,84,89.0,423693,128505958,tt0443453,0,1.930735,6.4,2006,19470044.85,165524556.362,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The Talented Mr. Ripley,7.4,139,76.0,218914,81298265,tt0134119,0,0.640331,6.9,1999,52362113.86,165524556.362,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
The English Patient,7.4,162,87.0,195094,78651430,tt0116209,0,1.044304,6.9,1996,37535851.95,165524556.362,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Green Street Hooligans,7.4,109,55.0,156070,344095,tt0385002,0,1.316576,7.0,2005,8131203.473,3522026.946,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Witness,7.4,112,76.0,99752,68706993,tt0090329,0,0.873551,6.7,1985,24325992.63,139280483.8,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
The Terminal,7.4,128,55.0,473195,77872883,tt0362227,0,1.682492,7.0,2004,69266723.99,165524556.362,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Jacob's Ladder,7.4,113,62.0,113043,26118851,tt0099871,0,0.499506,6.8,1990,41722463.51,43333190.92,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Best in Show,7.4,90,78.0,64525,18715392,tt0218839,0,0.475187,6.7,2000,27632731.52,23081726.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Invasion of the Body Snatchers,7.4,115,75.0,64113,24946533,tt0077745,0,0.409377,6.5,1978,11699452.43,80380362.57,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
High Fidelity,7.4,113,79.0,184783,27287137,tt0146882,0,0.697768,7.0,2000,37988763.43,59675655.74,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
A Bridge Too Far,7.4,175,63.0,59011,50800000,tt0075784,0,1.048838,6.4,1977,78760466.20075,165524556.362,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Tootsie,7.4,116,88.0,110941,132142175,tt0084805,0,0.689094,6.7,1982,47452490.45,165524556.362,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Begin Again,7.4,104,62.0,161310,16170632,tt1980929,0,1.366699,7.2,2013,7488266.822,59405226.62,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Three Days of the Condor,7.4,117,63.0,58959,41509797,tt0073802,0,0.637257,6.8,1975,45999979.76,111328859.6,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Mud,7.4,130,76.0,183604,21590086,tt1935179,0,0.864697,6.9,2013,9360333.527,20206807.21,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
The Way Way Back,7.4,103,68.0,153664,21501098,tt1727388,0,0.752327,7.1,2013,4305753.423,21714712.01,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The Cowboys,7.4,134,52.0,15280,16350000,tt0068421,0,0.265891,6.6,1972,38775921.7,39109206.99,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Land Before Time,7.4,69,66.0,93932,48092846,tt0095489,0,1.101103,6.9,1988,22679859.58,155736595.7,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Elizabeth,7.4,124,75.0,102356,30082699,tt0127536,0,0.893937,6.8,1998,40130864.07,109892541.6,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Buffalo '66,7.4,110,68.0,56840,2375097,tt0118789,0,0.263935,6.9,1998,2006543.204,3177156.496,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
SLC Punk!,7.4,97,50.0,31240,299200,tt0133189,0,0.460139,7.2,1998,4662072.764,400238.4843,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Dolores Claiborne,7.4,132,62.0,46006,24361867,tt0109642,0,0.684804,7.0,1995,27632731.52,23081726.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
M*A*S*H,7.4,116,80.0,74935,81600000,tt0066026,0,0.717333,6.8,1970,19657289.2,165524556.362,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Open Range,7.4,139,67.0,75627,58331254,tt0316356,0,0.680803,6.8,2003,26077758.19,80955191.54,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Garden State,7.4,102,67.0,220044,26782316,tt0333766,0,0.586936,7.1,2004,2886113.5,30918036.92,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Inside Llewyn Davis,7.4,104,93.0,158322,13235319,tt2042568,0,2.070019,7.1,2013,10296366.88,30828557.07,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Sherlock Holmes: A Game of Shadows,7.4,129,48.0,466531,132142175,tt1515091,0,2.579776,6.9,2011,78760466.20075,165524556.362,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Cider House Rules,7.4,126,75.0,102288,57545092,tt0124315,0,1.152354,6.6,1999,31417268.32,115910204.7,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Frances Ha,7.4,86,82.0,87714,4063238,tt2347569,0,0.677303,7.1,2013,19392071.575000003,3809492.876,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Frequency,7.4,118,67.0,111882,45010278,tt0186151,0,1.060212,6.8,2000,39255055.54,86242400.98,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Straw Dogs,7.4,113,73.0,62463,62463,tt0067800,0,0.735185,6.8,1971,11847428.81,17511544.51,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
High Plains Drifter,7.4,105,69.0,61106,15700000,tt0068699,0,0.79974,7.1,1973,37722622.19,89565316.505,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Marathon Man,7.4,125,64.0,67125,21709020,tt0074860,0,0.522601,7.1,1976,24906037.19,83182409.13,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
The Bucket List,7.4,97,42.0,252123,93466502,tt0825232,0,0.881034,6.9,2007,47325086.22,165524556.362,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bullitt,7.4,114,81.0,72342,42300873,tt0062765,0,0.786854,6.7,1968,34479299.88,165524556.362,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Miracle,7.4,135,68.0,56631,64378093,tt0349825,0,0.751446,6.8,2004,32324471.19,74399051.14,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Terms of Endearment,7.4,132,79.0,62948,108423489,tt0086425,0,0.807201,6.3,1983,17514495.98,98965884.825,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The Mission,7.4,125,55.0,63423,17218023,tt0091530,0,0.546365,6.8,1986,48740457.07,34253645.34,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Thief,7.4,123,78.0,35063,11492915,tt0083190,0,0.374104,7.0,1981,19392071.575000003,10312220.46,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Constant Gardener,7.4,129,82.0,145418,33579797,tt0387131,0,0.55197,6.7,2005,27914082.24,92079256.34,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
In the Loop,7.4,106,83.0,59891,2384044,tt1226774,0,0.405888,6.5,2009,7200000.0,6250650.242,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Blow Out,7.4,108,86.0,57995,13747234,tt0082085,0,0.308408,7.4,1981,43167434.49,28778289.66,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Five Easy Pieces,7.4,98,85.0,38802,19402000,tt0065724,0,0.218311,6.8,1970,2139935.112,31555208.205,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Notes on a Scandal,7.4,92,73.0,81627,17508670,tt0465551,0,0.467297,6.3,2006,16225037.37,53510069.42,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
The Natural,7.4,138,61.0,50846,47951979,tt0087781,0,0.351379,6.8,1984,58773177.1,100653219.8,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Calvary,7.4,102,77.0,62121,3593460,tt2234003,0,0.631167,7.0,2014,12196805.21,12239213.79,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
True Grit,7.4,128,83.0,49429,31132592,tt0065126,0,0.311288,7.0,1969,45999979.76,84705764.87,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Welcome to the Dollhouse,7.4,88,83.0,35927,4771000,tt0114906,0,0.323966,5.9,1995,3451350.606,1100009.1155,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Felon,7.4,104,58.0,81701,36756,tt1117385,0,0.978313,6.9,2008,2937081.238,31555208.205,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Oliver!,7.4,153,74.0,40066,16800000,tt0063385,0,0.633129,6.2,1968,62689636.15,105318588.7,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Dirty Rotten Scoundrels,7.4,110,68.0,74848,42039085,tt0095031,0,0.777228,6.7,1988,22642049.43,77515491.45,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
August Rush,7.4,114,38.0,109278,31664162,tt0426931,0,1.145815,6.9,2007,26291714.57,69538457.36,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
K-PAX,7.4,120,49.0,188470,50338485,tt0272152,0,0.676114,7.0,2001,59111429.6,61962497.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Nosferatu the Vampyre,7.4,107,79.0,38215,38215,tt0079641,0,0.517874,7.3,1979,20000000.0,11289686.411,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Black Dynamite,7.4,84,65.0,50331,228477,tt1190536,0,0.378522,7.4,2009,2947561.259,301420.6635,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lean on Me,7.4,108,58.0,21956,31906454,tt0097722,0,0.142879,6.8,1989,38775921.7,71904401.14,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Howards End,7.4,142,88.0,34253,25967000,tt0104454,0,0.596775,6.2,1992,18994381.72,40352656.28,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
And Justice for All,7.4,119,58.0,36839,36839,tt0078718,0,0.360116,6.7,1979,39577161.13,100051648.3,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
In the Bedroom,7.4,131,86.0,41132,35930604,tt0247425,0,0.390152,5.6,2001,2093529.798,24908912.3,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
"McFarland, USA",7.4,129,60.0,40454,44469602,tt2097298,0,0.553238,7.4,2015,67245899.36,42053235.78,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Les Misérables,7.4,134,65.0,42164,14096321,tt0119683,0,0.737255,6.7,1998,48904571.56,18856584.73,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Man on the Moon,7.4,118,58.0,134100,34580635,tt0125664,0,0.581756,6.6,1999,78760466.20075,62094175.62,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Ice Storm,7.4,112,72.0,58076,7837632,tt0119349,0,0.463524,6.3,1997,24452285.78,10919386.93,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
"Good Night, and Good Luck.",7.4,93,80.0,99630,31501218,tt0433383,0,0.784909,6.4,2005,7815943.028,60964355.62,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Love & Mercy,7.4,121,80.0,41053,12547189,tt0903657,0,0.5415,7.2,2014,16901963.96,26381683.55,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Waiting for Guffman,7.4,84,71.0,29933,2923982,tt0118111,0,0.19445,7.4,1996,7815943.028,7871522.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Reign Over Me,7.4,124,61.0,98263,19661987,tt0490204,0,0.390284,7.0,2007,21033371.65,23370503.16,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Akeelah and the Bee,7.4,112,72.0,20896,18811135,tt0437800,0,0.133041,6.6,2006,8653353.266,20495926.92,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Trumbo,7.4,124,60.0,83186,7857741,tt3203606,0,1.316239,7.2,2015,13799993.93,7576804.786,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Haunting,7.4,112,74.0,40711,2616000,tt0057129,0,0.628166,6.7,1963,19392071.575000003,31555208.205,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Searching for Bobby Fischer,7.4,109,89.0,41254,7266383,tt0108065,0,0.297843,7.2,1993,19392071.575000003,10968386.87,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Greatest Game Ever Played,7.4,120,55.0,32130,15331289,tt0388980,0,0.500883,7.0,2005,27914082.24,17229885.75,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Duellists,7.4,100,70.0,25074,200000,tt0075968,0,0.400457,5.9,1977,3238002.929,31555208.205,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Frenzy,7.4,116,92.0,47507,12600000,tt0068611,0,0.599109,6.9,1972,18250963.26,65703467.74,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
The Painted Veil,7.4,125,69.0,94480,8060487,tt0446755,0,0.703833,6.9,2006,20984381.67,31555208.205,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Gallipoli,7.4,110,65.0,40899,5732587,tt0082432,0,0.592041,7.0,1981,19392071.575000003,13747837.43,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lone Star,7.4,135,78.0,30763,13269963,tt0116905,0,0.397139,6.6,1996,6951083.695,18448124.69,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Bullets Over Broadway,7.4,98,56.58610567514677,40259,13383737,tt0109348,0,0.493082,6.7,1994,20127866.34,24908912.3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Saving Face,7.4,91,65.0,12699,1186323,tt0384504,0,0.236471,6.3,2004,3451350.606,1100009.1155,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The China Syndrome,7.4,122,81.0,31691,51718367,tt0078966,0,0.411419,6.0,1979,48904571.56,155390626.6,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Hombre,7.4,111,80.0,13205,13205,tt0061770,0,0.239833,6.5,1967,41557878.23,116558692.25,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Pollyanna,7.4,134,66.0,10831,10831,tt0054195,0,0.254124,7.2,1960,32578627.58,165524556.362,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The Party,7.4,99,56.58610567514677,42052,42052,tt0063415,0,0.533428,7.1,1968,9403445.422,28527780.74,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Transamerica,7.4,103,66.0,41866,9015303,tt0407265,0,0.374704,6.5,2005,1116563.29,14906531.93,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Stranger Than Paradise,7.4,89,86.0,39215,2436000,tt0088184,0,0.26516,6.9,1984,3451350.606,1100009.1155,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Cross of Iron,7.4,119,64.0,27630,27630,tt0074695,0,0.474001,6.0,1977,21586686.2,31555208.205,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
The Goodbye Girl,7.4,111,64.0,15368,102000000,tt0076095,0,0.140163,6.5,1977,13494787.44,165524556.362,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The Friends of Eddie Coyle,7.4,102,84.0,11450,11450,tt0070077,0,0.272663,6.9,1973,45999979.76,98965884.825,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Rabbit-Proof Fence,7.4,94,80.0,29581,6165429,tt0252444,0,0.346915,6.7,2002,19392071.575000003,31555208.205,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
If....,7.4,111,63.25908372827804,24639,24639,tt0063850,0,0.106218,6.0,1968,19392071.575000003,3134481.807,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
A Shot in the Dark,7.4,102,70.0,29385,12368234,tt0058586,0,0.626005,7.1,1964,26271743.97,86951992.41,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Places in the Heart,7.4,111,70.0,12734,34901614,tt0087921,0,0.212188,5.7,1984,34894673.955,34340989.57,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Shadowlands,7.4,131,64.76015473887814,19740,25842000,tt0108101,0,0.483156,6.8,1993,33208339.16,31555208.205,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Yellow Submarine,7.4,85,79.0,27204,992305,tt0063823,0,0.698337,7.0,1968,19392071.575000003,31555208.205,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
