Movie Name,Rating,Runtime,Metascore,Votes,Gross,imdb_id,Hit,popularity,vote_average,release_year,budget_adj,revenue_adj,is_major_company,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_Horror,Genre_Music,Genre_Mystery,Genre_Romance,Genre_Sci-Fi,Genre_Thriller,Genre_War,Genre_Western
Night at the Museum,6.4,108,48.0,361342,132142175,tt0477347,0,2.313345,6.2,2006,78760466.20075,165524556.362,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Craft,6.4,101,55.0,99978,24881000,tt0115963,0,0.690292,6.2,1996,20853251.08,34434926.25,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Godzilla,6.4,123,62.0,423646,132142175,tt0831387,0,3.689601,6.2,2014,78760466.20075,165524556.362,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Robots,6.4,91,64.0,154589,128200012,tt0358082,0,1.464718,5.9,2005,78760466.20075,165524556.362,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Hills Have Eyes,6.4,107,52.0,177026,41778863,tt0454841,0,1.20839,6.0,2006,16225037.37,75309823.04,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Crash,6.4,100,53.0,63533,2038450,tt0115964,0,0.892349,6.4,1996,13902167.39,6828894.982,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
The Sum of All Fears,6.4,124,45.0,120593,118907036,tt0164184,0,0.958182,5.7,2002,82.43377477,233.966449,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Riddick,6.4,119,49.0,173089,42025135,tt1411250,0,3.518275,6.2,2013,35569267.4,92046987.94,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tomorrowland,6.4,130,60.0,186577,93436322,tt1964418,0,5.462138,6.2,2015,78760466.20075,165524556.362,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Giver,6.4,97,47.0,122249,45089048,tt0435651,0,2.881991,6.3,2014,23027276.27,61695098.6,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Alien³,6.4,114,59.0,308191,55473600,tt0103644,0,1.919148,6.0,1992,77701212.73,165524556.362,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Man with Two Brains,6.4,93,61.0,27098,10100000,tt0085894,0,0.504901,5.9,1983,22112051.18,71904401.14,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Along Came a Spider,6.4,104,42.0,92148,74078174,tt0164334,0,0.844235,5.8,2001,73889287.0,129526148.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
The Money Pit,6.4,91,49.0,59420,37499651,tt0091541,0,0.566943,6.4,1986,19894064.11,109416658.3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"Honey, I Shrunk the Kids",6.4,93,63.0,160475,130724172,tt0097523,0,1.218498,5.9,1989,56287518.05,165524556.362,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hot Tub Time Machine,6.4,99,63.0,180305,50287556,tt1231587,0,0.944055,5.9,2010,36000000.0,64572262.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The Longest Yard,6.4,113,48.0,186945,132142175,tt0398165,0,0.636922,6.2,2005,78760466.20075,165524556.362,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Need for Speed,6.4,132,39.0,174506,43577636,tt2369135,0,1.541069,6.2,2014,60792009.35,165524556.362,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Punisher,6.4,124,33.0,164991,33810189,tt0330793,0,1.131654,6.0,2004,38096698.19,63148284.59,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Big Daddy,6.4,93,41.0,225632,132142175,tt0142342,0,0.876587,6.2,1999,44769607.35,165524556.362,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Valley Girl,6.4,99,66.0,16942,16797122,tt0086525,0,0.419263,5.9,1983,766259.1992,31555208.205,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Burlesque,6.4,119,47.0,89628,39440655,tt1126591,0,0.912122,6.8,2010,55000000.0,89519773.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
American Pie 2,6.4,108,43.0,262806,132142175,tt0252866,0,2.116602,5.9,2001,36944643.5,165524556.362,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
She's Out of My League,6.4,104,46.0,140348,31584722,tt0815236,0,0.61643,5.9,2010,20000000.0,49779728.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The Three Musketeers,6.4,105,43.0,57032,53898845,tt0108333,0,0.794564,5.9,1993,45284098.85,81358687.5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Predators,6.4,107,51.0,237302,52000688,tt1424381,0,1.888263,5.8,2010,40000000.0,126248813.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17 Again,6.4,102,48.0,208165,64167069,tt0974661,0,1.732516,6.0,2009,20328008.68,138502321.8,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The Cell,6.4,107,40.0,105733,61334059,tt0209958,0,0.687905,5.7,2000,41787639.77,131891722.7,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Lord of the Flies,6.4,90,49.0,32076,13985225,tt0100054,0,0.322112,6.6,1990,27632731.52,23081726.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
In & Out,6.4,90,70.0,42952,63856929,tt0119360,0,0.733859,5.8,1997,47546111.24,98965884.825,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Savages,6.4,131,59.0,132393,47382068,tt1615065,0,0.998625,6.2,2012,42738492.66,44637981.22,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Death Race,6.4,105,43.0,213949,36316032,tt0452608,0,1.583079,5.9,2008,45575398.52,74705690.28,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hancock,6.4,92,49.0,495847,132142175,tt0448157,0,1.800286,6.0,2008,78760466.20075,165524556.362,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The DUFF,6.4,101,56.0,98144,34017854,tt1666801,0,1.758618,6.8,2015,7819996.559,40046325.66,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Minions,6.4,91,56.0,247625,132142175,tt2293640,0,7.404165,6.5,2015,68079970.04,165524556.362,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
He's Just Not That Into You,6.4,129,47.0,177859,93953653,tt1001508,0,1.926432,6.0,2009,40656017.36,165524556.362,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Monsters vs. Aliens,6.4,94,56.0,169354,132142175,tt0892782,0,1.194455,6.0,2009,78760466.20075,165524556.362,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Solace,6.4,101,36.0,65981,65981,tt1291570,0,3.358321,6.2,2015,19392071.575000003,20566197.19,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
The Game Plan,6.4,110,44.0,97980,90648202,tt0492956,0,0.911592,6.0,2007,23136708.82,155521321.1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Colombiana,6.4,108,45.0,104227,36665854,tt1657507,0,1.205338,6.5,2011,38775921.7,59100179.53,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
National Lampoon's Van Wilder,6.4,92,26.0,112578,21005329,tt0283111,0,1.568528,5.9,2002,6061306.968,46399890.36,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The World Is Not Enough,6.4,128,57.0,205100,126943684,tt0143145,0,2.129874,6.0,1999,78760466.20075,165524556.362,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Star Trek: The Motion Picture,6.4,143,50.0,93413,82258456,tt0079945,0,1.823058,6.0,1979,78760466.20075,165524556.362,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Darkman,6.4,96,65.0,67288,33878502,tt0099365,0,0.429512,6.0,1990,26702376.65,81573260.64,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fright Night,6.4,106,64.0,109825,18298649,tt1438176,0,0.93488,6.1,2011,16479766.72,24159567.76,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Act of Valor,6.4,110,40.0,70425,70012847,tt1591479,0,1.436895,6.3,2012,11396931.38,77188344.74,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Monsters,6.4,94,63.0,94717,237301,tt1470827,0,0.827664,6.3,2010,500000.0,4242978.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Happy Feet,6.4,108,77.0,192992,132142175,tt0366548,0,1.411147,5.8,2006,78760466.20075,165524556.362,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Twilight Zone: The Movie,6.4,101,44.0,39519,29500000,tt0086491,0,0.323585,6.0,1983,21893119.98,64477250.31,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
The Lucky One,6.4,101,39.0,111197,60457138,tt1327194,0,1.272721,6.8,2012,23743607.03,94363873.63,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Leap Year,6.4,100,33.0,107887,25918920,tt1216492,0,1.2347,6.3,2010,19000000.0,29922472.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Dinosaur,6.4,82,56.0,64099,132142175,tt0130623,0,1.60246,6.1,2000,78760466.20075,165524556.362,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
City of Ember,6.4,90,58.0,68014,7873007,tt0970411,0,0.721663,6.1,2008,55703264.86,18097532.97,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Weekend at Bernie's,6.4,97,32.0,59871,30218387,tt0098627,0,0.573045,6.2,1989,11433402.1,53153687.62,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Turbo,6.4,96,58.0,103972,83028128,tt1860353,0,1.089268,6.1,2013,78760466.20075,165524556.362,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
White Bird in a Blizzard,6.4,91,51.0,29337,33518,tt2238050,0,1.315737,6.1,2014,9031813.9645,28345.89802,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
The Hot Spot,6.4,130,56.0,12744,1293976,tt0099797,0,0.420701,6.4,1990,22642049.43,2159514.658,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Shortbus,6.4,101,64.0,34555,1985292,tt0367027,0,1.102933,6.5,2006,2163338.317,5602004.593,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Rat Race,6.4,112,52.0,119563,56618055,tt0250687,0,0.787835,5.9,2001,59111429.6,105290428.6,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Single White Female,6.4,107,63.0,39855,47922919,tt0105414,0,0.278857,6.0,1992,24864388.07,74620207.35,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
The Lone Ranger,6.4,150,37.0,239496,89302115,tt1210819,0,1.21451,6.0,2013,78760466.20075,83578333.82,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Ugly Truth,6.4,96,28.0,224521,88915214,tt1142988,0,1.860267,6.3,2009,38623216.5,165524556.362,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
DragonHeart,6.4,103,49.0,99676,51367375,tt0116136,0,1.108366,6.1,1996,78760466.20075,160246634.2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The General's Daughter,6.4,116,47.0,61791,102705852,tt0144214,0,0.72669,5.9,1999,78543170.8,165524556.362,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
The First Wives Club,6.4,103,58.0,51603,105489203,tt0116313,0,0.468045,6.4,1996,36145635.21,161821228.4,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Urban Cowboy,6.4,132,61.0,15889,53300000,tt0081696,0,0.319636,6.5,1980,45999979.76,98965884.825,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Chained,6.4,94,63.25908372827804,18735,18735,tt1989475,0,0.486354,6.3,2012,19392071.575000003,31555208.205,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Kickboxer,6.4,97,33.0,58116,14697005,tt0097659,0,0.94235,6.2,1989,2638477.409,25851810.44,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Swan Princess,6.4,90,70.0,26063,9771658,tt0111333,0,0.787327,6.6,1994,51488904.66,14375199.06,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tango & Cash,6.4,104,41.0,109717,63408614,tt0098439,0,1.362379,5.9,1989,78760466.20075,111534797.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Purge: Anarchy,6.4,103,50.0,156978,71962800,tt2975578,0,2.611251,6.6,2014,8289819.457,100198906.8,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gremlins 2: The New Batch,6.4,106,69.0,108185,41482207,tt0099700,0,0.890276,6.1,1990,78760466.20075,69229594.71,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Black Death,6.4,102,71.0,49744,22554,tt1181791,0,0.611978,5.6,2010,14040500.29,265318.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The People Under the Stairs,6.4,102,57.0,37304,24204154,tt0105121,0,0.582196,6.4,1991,9606557.052,89565316.505,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Accepted,6.4,93,47.0,136192,36323505,tt0384793,0,0.692543,6.1,2006,24878390.64,41649680.68,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Hidden,6.4,84,51.18020304568528,23424,23424,tt2131532,0,0.502489,6.5,2015,19392071.575000003,31555208.205,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Let's Be Cops,6.4,104,30.0,137269,82390774,tt1924435,0,3.14993,6.4,2014,15658547.86,125840630.1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hardball,6.4,106,48.0,32475,40219708,tt0180734,0,0.565877,6.4,2001,39407619.73,49533812.78,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
So I Married an Axe Murderer,6.4,93,54.0,41009,11585483,tt0108174,0,0.453557,6.2,1993,30189399.23,17487938.58,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Ace Ventura: When Nature Calls,6.4,90,45.0,225293,108385533,tt0112281,0,1.173211,6.0,1995,42929006.01,165524556.362,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Inventing the Abbotts,6.4,110,49.0,13481,5936344,tt0119381,0,0.133487,6.5,1997,32003153.7,8050409.746,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Horns,6.4,120,46.0,85762,164480,tt1528071,0,0.72458,6.2,2013,15632765.265,36699285.915,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
High Crimes,6.4,115,48.0,45831,41543207,tt0257756,0,0.569957,6.0,2002,50914978.53,77320225.88,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
The Taking of Pelham 123,6.4,106,55.0,202489,65452312,tt1111422,0,1.30199,6.1,2009,78760466.20075,152628915.7,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Good Son,6.4,87,45.0,43457,44594000,tt0107034,0,0.611772,6.2,1993,25660989.35,67105718.14,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
The Number 23,6.4,98,63.25908372827804,207467,35193167,tt0481369,0,1.591827,6.2,2007,31550057.48,81574582.39,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Star Trek: Nemesis,6.4,116,51.0,81780,43254409,tt0253754,0,1.204615,6.1,2002,72735683.62,81600740.26,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Less Than Zero,6.4,98,48.0,21172,12396383,tt0093407,0,0.184469,5.9,1987,41557878.23,23789656.12,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Spanglish,6.4,131,48.0,86545,42726869,tt0371246,0,1.042281,5.6,2004,78760466.20075,63542252.93,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Lock Up,6.4,109,52.0,44779,22099847,tt0097770,0,0.5108,6.1,1989,42215638.54,34340989.57,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Dangerous Method,6.4,99,76.0,106093,5702083,tt1571222,0,0.580694,5.9,2011,14540970.64,26621648.79,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Peggy Sue Got Married,6.4,103,75.0,39186,41382841,tt0091738,0,0.389778,5.7,1986,35809315.4,82327289.19,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Behind Enemy Lines,6.4,106,49.0,109066,59068786,tt0159273,0,0.90472,5.9,2001,49259524.67,112992977.9,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Serpent and the Rainbow,6.4,98,64.0,26707,19595031,tt0096071,0,0.167846,5.7,1988,12907237.16,36131101.76,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Tale of Tales,6.4,134,72.0,29867,80809,tt3278330,0,1.008474,5.7,2015,11039995.14,10499159.34,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Baby Boy,6.4,130,55.0,15690,28734552,tt0255819,0,0.089976,7.4,2001,19703809.87,36183151.59,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Daybreakers,6.4,98,57.0,131775,30101577,tt0433362,0,0.966959,5.9,2009,20328008.68,52259716.33,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
How to Lose Friends & Alienate People,6.4,110,35.0,70287,2778752,tt0455538,0,0.659884,6.0,2008,27345239.11,17507332.58,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Explorers,6.4,109,58.0,22884,9873044,tt0089114,0,0.150168,6.1,1985,50679151.31,20014299.63,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Woman in Black,6.4,95,62.0,187991,54333290,tt1596365,0,1.049943,6.1,2012,16145652.78,121311536.1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Silver Bullet,6.4,95,26.0,29604,5400000,tt0090021,0,0.328682,5.6,1985,45999979.76,98965884.825,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
The Great Gatsby,6.4,144,43.0,25879,6740935,tt0071577,0,0.372231,6.1,1974,28744845.28,117337342.9,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Killer Elite,6.4,116,44.0,133068,25124986,tt1448755,0,1.46909,6.0,2011,63980270.81,56009013.46,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Force 10 from Navarone,6.4,118,42.0,18888,18888,tt0077572,0,0.435312,6.6,1978,16713503.47,24167726.02,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Little Giants,6.4,107,56.58610567514677,29726,19288821,tt0110364,0,0.420671,6.2,1994,78184991.83500001,165524556.362,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Always,6.4,122,50.0,31739,43858790,tt0096794,0,0.494235,5.8,1989,54528533.11,130401979.1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Child 44,6.4,137,41.0,73240,1206135,tt1014763,0,1.95632,5.9,2015,45999979.76,3058382.254,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Kill List,6.4,95,67.0,42875,26297,tt1788391,0,0.198863,5.9,2011,484699.0213,166503.8078,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
New Nightmare,6.4,112,64.0,61171,18090181,tt0111686,0,0.848473,6.4,1994,20595561.86,26612674.42,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
The Frozen Ground,6.4,105,37.0,65220,65220,tt2005374,0,0.784571,6.2,2013,25478827.86,5145329.474,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Jackal,6.4,124,36.0,120699,54930280,tt0119395,0,0.981422,6.0,1997,78760466.20075,165524556.362,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Kentucky Fried Movie,6.4,83,61.0,19456,19456,tt0076257,0,0.125509,6.2,1977,2158668.62,31555208.205,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Repo! The Genetic Opera,6.4,98,32.0,25811,140244,tt0963194,0,0.324091,6.5,2008,9690365.315,190531.4983,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Remo Williams: The Adventure Begins,6.4,121,46.0,13154,13154,tt0089901,0,0.211695,5.8,1985,22642049.43,29178829.49,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Midsummer Night's Dream,6.4,116,61.0,26273,16071990,tt0140379,0,0.364241,5.6,1999,14399581.31,22579555.285,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Faster,6.4,98,44.0,109966,23240020,tt1433108,0,0.878074,6.2,2010,24000000.0,23081726.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
London,6.4,92,24.0,24093,12667,tt0449061,0,0.622677,5.7,2005,2947561.259,425879.5699,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
The Raven,6.4,110,44.0,87113,16008272,tt1486192,0,1.169815,6.0,2012,24693351.32,28167279.41,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Compliance,6.4,90,68.0,36039,318622,tt1971352,0,0.446244,6.3,2012,678624.1807,303239.1029,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Shivers,6.4,87,58.0,22247,22247,tt0073705,0,0.07183,5.8,1975,725275.9898,34116365.01,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
The Siege,6.4,116,53.0,75461,40981289,tt0133952,0,0.577192,6.0,1998,78760466.20075,156072825.7,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Messenger: The Story of Joan of Arc,6.4,148,54.0,68212,14276317,tt0151137,0,0.235223,6.1,1999,78543170.8,87675538.42,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1492: Conquest of Paradise,6.4,154,47.0,31475,7191399,tt0103594,0,0.782091,6.1,1992,73039139.97,11175608.47,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kill Your Darlings,6.4,104,65.0,39767,1029949,tt1311071,0,1.138355,6.7,2013,964174.2595,2771808.4285,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Star Trek: Insurrection,6.4,103,64.0,77476,70117571,tt0120844,0,0.931643,6.2,1998,78760466.20075,157848065.4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mr. Bean's Holiday,6.4,90,56.0,129830,33302167,tt0453451,0,1.31484,6.1,2007,26291714.57,165524556.362,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The Mothman Prophecies,6.4,119,52.0,82494,35746370,tt0265349,0,0.5076,5.9,2002,38792364.6,66865355.1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Brokedown Palace,6.4,100,44.0,23464,10114315,tt0120620,0,0.566661,6.3,1999,32726321.16,17017687.01,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Europa Report,6.4,90,68.0,73191,125687,tt2051879,0,0.964707,6.1,2013,117647.224,31555208.205,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Burnt Offerings,6.4,116,48.0,12682,12682,tt0074258,0,0.194596,6.7,1976,19392071.575000003,31555208.205,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Chaos,6.4,106,52.75206611570248,56233,56233,tt0402910,0,0.79295,6.3,2005,13398759.48,11488.31969,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Last Man Standing,6.4,101,44.0,59589,17600000,tt0116830,0,0.537577,6.0,1996,78760466.20075,65711375.99,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Session 9,6.4,97,58.0,60759,378176,tt0261983,0,0.530703,6.0,2001,1847232.175,460535.9165,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Tin Cup,6.4,135,60.0,51941,53854588,tt0117918,0,0.471398,5.6,1996,62559753.25,74869549.71,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Here Comes the Boom,6.4,105,40.0,93524,45290318,tt1648179,0,1.361148,6.1,2012,48904571.56,69426470.32,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Spies Like Us,6.4,102,22.0,51425,60088980,tt0090056,0,0.480534,5.8,1985,38775921.7,71904401.14,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Just Cause,6.4,102,48.0,28323,36853222,tt0113501,0,0.514668,6.1,1995,70424024.4,165524556.362,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Bigger Splash,6.4,125,74.0,31545,1982505,tt2056771,0,0.938432,5.8,2015,19245416.62,1781601.296,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Parkland,6.4,93,51.0,16870,653651,tt2345112,0,0.273681,5.8,2013,9360333.527,611839.1371,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
War Room,6.4,120,26.0,15494,67790117,tt3832914,0,0.731022,6.9,2015,2759998.786,62366880.2,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Where the Truth Lies,6.4,107,47.0,18423,871527,tt0373450,0,0.476555,5.8,2005,27914082.24,5140992.998,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
The Good Girl,6.4,93,71.0,46260,14015786,tt0279113,0,1.182695,5.8,2002,9698091.149,20434028.37,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
The Water Horse,6.4,112,71.0,42147,40412817,tt0760329,0,0.471104,6.2,2007,47325086.22,108396998.4,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hellbound: Hellraiser II,6.4,97,41.0,53250,11090735,tt0095294,0,0.324427,6.1,1988,3446182.289,22293997.73,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
The Adventures of Ford Fairlane,6.4,104,24.0,18739,21413502,tt0098987,0,0.078482,6.5,1990,78760466.20075,34084564.09,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Omega Man,6.4,98,56.0,32838,8720000,tt0067525,0,0.632691,5.7,1971,19392071.575000003,31555208.205,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
From Paris with Love,6.4,92,42.0,119442,23979741,tt1179034,0,1.107689,6.1,2010,52000000.0,52615806.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Blue Thunder,6.4,109,66.0,22413,42313354,tt0085255,0,0.465858,5.8,1983,48164863.95,92637133.58,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Phenomenon,6.4,123,41.0,81613,104636382,tt0117333,0,1.392981,6.0,1996,44486935.65,165524556.362,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Kate & Leopold,6.4,118,44.0,86908,47121859,tt0035423,0,0.883228,5.8,2001,20127866.34,24908912.3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Cake,6.4,102,49.0,38187,1873547,tt3442006,0,2.692691,6.1,2014,6447637.355,2174033.706,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
