Movie Name,Rating,Runtime,Genre,Metascore,Votes,Gross,imdb_id,Hit,popularity,vote_average,release_year,budget_adj,revenue_adj,is_major_company
Sinbad: Legend of the Seven Seas,6.7,86,Animation,48.0,57043,26483452,tt0165982,0,1.072356,6.3,2003,71121158.69,31160929.64,1
U Turn,6.7,125,Crime,54.0,53471,6633400,tt0120399,0,0.706041,6.6,1997,25810746.1,9077364.995,0
Liberal Arts,6.7,97,Comedy,55.0,39230,317190,tt1872818,0,0.450481,6.1,2012,19392071.575000003,31555208.205,0
Penelope,6.7,104,Comedy,48.0,64772,10011274,tt0472160,0,1.117768,6.4,2006,16225037.37,165524556.362,0
Sweet November,6.7,119,Drama,27.0,92601,25288103,tt0230838,0,0.499611,6.5,2001,49259524.67,80975550.4,1
Death Sentence,6.7,105,Action,36.0,73313,9534258,tt0804461,0,0.470629,6.5,2007,21033371.65,17851505.24,1
The War,6.7,126,Drama,65.23290203327171,13198,16551365,tt0111667,0,0.165751,6.4,1994,37722622.19,89565316.505,1
Machine Gun Preacher,6.7,129,Action,43.0,67620,538690,tt1586752,0,1.128994,6.4,2011,29081941.28,2450545.189,0
A Most Wanted Man,6.7,122,Crime,73.0,78130,17237244,tt1972571,0,0.660405,6.3,2014,13816365.76,29064894.55,1
Exodus,6.7,208,Action,70.0,10491,18966000,tt0053804,0,0.256779,6.1,1960,19392071.575000003,31555208.205,0
Just Like Heaven,6.7,95,Comedy,47.0,114209,48318130,tt0425123,0,1.102836,6.5,2005,64760670.8,114843481.8,0
Veronica Mars,6.7,107,Crime,62.0,53718,3319109,tt2771372,0,0.751773,6.3,2014,5526546.305,3210119.291,1
Flesh+Blood,6.7,126,Adventure,56.0,18951,100000,tt0089153,0,0.273731,5.6,1985,13176579.34,31555208.205,0
Rio Lobo,6.7,114,War,55.0,13078,9265000,tt0066301,0,0.2348,5.7,1970,38790477.68,68958599.76,0
Something Wicked This Way Comes,6.7,95,Fantasy,50.355555555555554,10038,8400000,tt0086336,0,0.194675,6.3,1983,41596927.96,12382939.13,1
Tales from the Crypt: Demon Knight,6.7,92,Action,48.0,25144,21088568,tt0114608,0,0.397516,6.6,1995,37722622.19,89565316.505,1
Stir Crazy,6.7,111,Comedy,56.0,29469,101300000,tt0081562,0,0.427457,6.7,1980,39577161.13,165524556.362,1
The Matador,6.7,96,Comedy,65.0,45760,12594698,tt0365485,0,0.564298,6.0,2005,11165632.9,19313467.66,1
Ransom,6.7,121,Action,60.0,131748,132142175,tt0117438,0,0.962736,6.2,1996,78760466.20075,165524556.362,1
The Legend of Bagger Vance,6.7,126,Drama,47.0,58283,30695227,tt0146984,0,0.923632,6.2,2000,78760466.20075,49967161.25,1
The Enforcer,6.7,96,Action,58.0,47345,46200000,tt0074483,0,0.722259,6.6,1976,34485282.26,165524556.362,1
K-19: The Widowmaker,6.7,138,Drama,58.0,65283,35168966,tt0267626,0,0.72233,6.0,2002,78760466.20075,42633979.74,1
Seeking a Friend for the End of the World,6.7,101,Adventure,59.0,116915,6619173,tt1307068,0,0.58808,6.2,2012,9497442.814,9152010.371,0
The Stepfather,6.7,89,Horror,72.0,17102,2488740,tt0094035,0,0.221631,6.8,1987,19392071.575000003,2673298.274,0
Hidalgo,6.7,136,Action,54.0,83923,67286731,tt0317648,0,0.815044,6.3,2004,78760466.20075,124799530.6,1
Used Cars,6.7,113,Comedy,68.0,16012,16012,tt0081698,0,0.580748,5.8,1980,21168294.02,30999169.94,1
Everyone Says I Love You,6.7,101,Comedy,56.58610567514677,38222,9714482,tt0116242,0,0.737519,6.3,1996,27804334.78,24908912.3,1
Brooklyn's Finest,6.7,132,Action,43.0,65123,27154426,tt1210042,0,0.905416,6.1,2009,17278807.38,30020707.13,0
Don Juan DeMarco,6.7,97,Comedy,63.0,52190,22150451,tt0112883,0,0.282609,6.2,1994,36777789.04,32658676.67,1
A Walk in the Clouds,6.7,102,Drama,54.0,35338,50012507,tt0114887,0,0.760076,6.5,1995,28619337.34,71566240.46,1
Frankie and Johnny,6.7,118,Comedy,66.0,33026,22773535,tt0101912,0,0.241581,6.4,1991,45999979.76,36462543.87,1
Goal! The Dream Begins,6.7,118,Drama,53.0,64676,4280577,tt0380389,0,0.463862,6.5,2005,33496898.69,30829287.19,1
The Best Man,6.7,120,Comedy,61.0,11407,34102780,tt0168501,0,0.066504,7.8,1999,11781475.62,45258905.13,1
Nothing to Lose,6.7,98,Action,52.75206611570248,48061,44455658,tt0119807,0,0.426675,6.1,1997,33961508.03,57397421.75,1
Regarding Henry,6.7,108,Drama,47.0,33424,43001500,tt0102768,0,0.379213,6.5,1991,45999979.76,98965884.825,1
Prizzi's Honor,6.7,130,Comedy,84.0,25510,26700000,tt0089841,0,0.425735,6.3,1985,21567397.2,54039247.96,0
Taking Woodstock,6.7,120,Biography,55.0,29636,7443007,tt1127896,0,0.235045,5.9,2009,29081941.28,36730332.01,0
Night of the Creeps,6.7,88,Comedy,62.0,24880,591366,tt0091630,0,0.21335,6.8,1986,34894673.955,34340989.57,0
Rachel Getting Married,6.7,113,Drama,85.0,50278,12796277,tt1084950,0,0.73292,6.1,2008,19392071.575000003,31555208.205,0
Crossing Over,6.7,113,Crime,38.0,24061,454149,tt0924129,0,0.438147,5.8,2009,25410010.85,1054347.744,0
White Fang,6.7,107,Adventure,62.0,21698,34793160,tt0103247,0,0.191606,6.5,1991,22415299.79,55707079.42,1
The Brothers Bloom,6.7,114,Action,55.0,51784,3519627,tt0844286,0,0.499165,6.8,2008,20255732.68,5601483.854,0
Postcards from the Edge,6.7,101,Comedy,71.0,18625,37963281,tt0100395,0,0.1746,6.0,1990,36715767.89,65206541.21,1
Marvin's Room,6.7,98,Drama,68.0,29030,12782508,tt0116999,0,0.451015,6.3,1996,20127866.34,24908912.3,1
Things to Do in Denver When You're Dead,6.7,115,Crime,46.0,28752,529766,tt0114660,0,0.360204,6.3,1995,11447734.94,758077.5933,1
Auto Focus,6.7,105,Biography,66.0,14460,2062066,tt0298744,0,0.22758,5.9,2002,8485829.755,2499763.003,0
Blood and Bone,6.7,93,Action,52.75206611570248,34712,34712,tt0346631,0,0.426762,6.9,2009,3760681.606,31555208.205,0
The Pirates! Band of Misfits,6.7,88,Animation,73.0,49990,31051126,tt1430626,0,1.113113,6.4,2012,56984656.88,112391181.6,1
Anna and the King,6.7,148,Drama,56.0,38122,39263420,tt0166485,0,0.450237,6.3,1999,78760466.20075,73841612.755,0
The Quiet Earth,6.7,91,Drama,65.23290203327171,26801,2123135,tt0089869,0,0.636546,6.4,1985,2027166.052,31555208.205,0
Stakeout,6.7,117,Action,69.0,27710,65673233,tt0094025,0,0.251545,6.0,1987,33377970.81,57397421.75,1
The Sugarland Express,6.7,110,Crime,65.0,18204,7500000,tt0072226,0,0.415866,6.1,1974,13266851.67,56605233.77,1
L.A. Story,6.7,95,Comedy,66.0,33578,28862081,tt0102250,0,0.480313,6.2,1991,34894673.955,34340989.57,0
The Soloist,6.7,117,Biography,61.0,54596,31670931,tt0821642,0,0.447106,6.5,2009,60984026.05,32240382.36,0
Swing Kids,6.7,112,Drama,39.0,16911,5632086,tt0108265,0,0.285641,7.1,1993,55837955.56,8501464.639,0
"Mystery, Alaska",6.7,119,Comedy,49.0,27739,8888143,tt0134618,0,0.260903,5.8,1999,36653479.7,11635048.9,0
Albert Nobbs,6.7,113,Drama,57.0,25134,3014696,tt1602098,0,0.283696,6.1,2011,7755184.341,5462391.234,0
The Brave One,6.7,122,Action,56.0,62168,36793804,tt0476964,0,1.196636,6.3,2007,73616800.78,73371361.32,1
Battlestar Galactica,6.7,148,Action,52.75206611570248,10284,10284,tt0077215,0,0.214124,5.8,1978,10028102.08,58389103.04,0
Turbo Kid,6.7,93,Action,60.0,28927,50000,tt3672742,0,0.354624,6.6,2015,19392071.575000003,31555208.205,0
French Connection II,6.7,119,Action,68.0,19770,12484444,tt0073018,0,0.438899,6.0,1975,34694390.230000004,50584734.52,1
Flirting with Disaster,6.7,92,Comedy,81.0,19452,14891000,tt0116324,0,0.566517,6.2,1996,9731517.173,20439575.41,1
M. Butterfly,6.7,101,Drama,43.0,10545,1499795,tt0107468,0,0.288407,6.4,1993,46431692.42,2263895.501,1
Cronos,6.7,94,Drama,70.0,31872,621392,tt0104029,0,0.225616,5.9,1993,19392071.575000003,31555208.205,0
Wild Target,6.7,98,Action,41.0,39295,117190,tt1235189,0,1.111487,6.1,2010,8000000.0,3453043.0,0
This Must Be the Place,6.7,118,Adventure,61.0,36248,142242,tt1440345,0,0.307661,6.3,2011,24234951.06,11430151.96,0
The Man Without a Face,6.7,115,Drama,62.0,30254,24760338,tt0107501,0,0.375887,5.7,1993,37357658.83,37374986.45,1
The Disappearance of Alice Creed,6.7,100,Crime,65.0,27143,166980,tt1379177,0,0.510379,6.3,2009,813120.3473,881944.8863,0
Housebound,6.7,107,Comedy,76.0,36447,36447,tt3504048,0,0.722465,6.4,2014,19392071.575000003,31555208.205,0
The Lady in the Van,6.7,104,Biography,70.0,30489,10017675,tt3722070,0,1.142518,5.9,2015,5519997.571,38076655.29,0
F/X,6.7,109,Action,71.0,21172,20603715,tt0089118,0,0.309218,6.1,1986,22642049.43,40989162.71,0
The Last Man on Earth,6.7,86,Drama,65.23290203327171,20406,20406,tt0058700,0,0.451661,6.4,1964,19392071.575000003,31555208.205,0
Girlfight,6.7,110,Drama,70.0,11217,1523941,tt0210075,0,0.397483,6.3,2000,12122613.94,40668024.81,1
Gorky Park,6.7,128,Crime,60.0,15205,15900000,tt0085615,0,0.373977,6.2,1983,22642049.43,35413439.53,0
Performance,6.7,105,Crime,63.25908372827804,10966,189205,tt0066214,0,0.244412,6.2,1970,19392071.575000003,31555208.205,1
Brideshead Revisited,6.7,133,Drama,64.0,13345,6414563,tt0412536,0,0.505291,6.0,2008,20255732.68,13373129.43,0
The Legend of Hell House,6.7,95,Horror,56.0,13491,13491,tt0070294,0,0.378597,6.5,1973,19392071.575000003,31555208.205,0
Ride with the Devil,6.7,138,Drama,69.0,14192,630779,tt0134154,0,0.198126,6.6,1999,49744008.17,831374.2267,1
Primary Colors,6.7,143,Comedy,70.0,29566,38966057,tt0119942,0,0.563458,5.7,1998,78760466.20075,89565316.505,1
The Accidental Tourist,6.7,121,Drama,53.0,16793,32632093,tt0094606,0,0.14174,5.6,1988,38775921.7,71904401.14,1
Your Sister's Sister,6.7,90,Comedy,72.0,27947,1573712,tt1742336,0,0.524527,6.3,2011,121174.7553,3102073.736,0
Hysteria,6.7,100,Biography,53.0,32511,1800000,tt1435513,0,0.731793,6.5,2011,19392071.575000003,9213293.743,0
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,6.7,88,Comedy,66.0,40797,40797,tt0068555,0,0.400301,6.5,1972,10429121.86,93947041.96,0
Obsession,6.7,98,Drama,59.0,11078,1000000,tt0074991,0,0.569865,6.0,1976,39577161.13,107263182.8,1
Zulu,6.7,110,Action,52.75206611570248,19413,19413,tt2249221,0,0.926614,6.8,2013,14976533.64,31555208.205,0
Proof,6.7,100,Drama,64.0,45579,7524766,tt0377107,0,0.918476,6.1,2005,22331265.79,8413673.97,1
Mistress America,6.7,84,Comedy,75.0,27814,2461121,tt2872462,0,1.29314,6.4,2015,19392071.575000003,2300395.508,0
Silent Movie,6.7,87,Comedy,75.0,17938,36145695,tt0075222,0,0.194746,6.9,1976,11940166.5,165524556.362,0
Cold in July,6.7,109,Crime,73.0,36706,414623,tt1179031,0,0.863235,6.3,2014,19392071.575000003,393690.8947,0
Palindromes,6.7,100,Comedy,53.0,12690,553368,tt0362004,0,0.06926,6.4,2004,3451350.606,1100009.1155,0
Hamlet,6.7,135,Drama,53.0,23063,20710451,tt0099726,0,0.067973,6.5,1990,34633361.99,34563641.44,1
The Bridge at Remagen,6.7,115,Action,52.75206611570248,10106,10106,tt0064110,0,0.224638,5.1,1969,19392071.575000003,31555208.205,0
Mo' Better Blues,6.7,130,Drama,61.0,13112,16153600,tt0100168,0,0.465917,6.0,1990,16688985.4,26958707.78,1
Fever Pitch,6.7,102,Comedy,55.0,11422,13600,tt0119114,0,0.238058,6.0,1997,19392071.575000003,31555208.205,0
Happythankyoumoreplease,6.7,100,Comedy,45.0,30270,215576,tt1481572,0,0.269283,6.4,2010,5845653.805500001,215576.0,0
The Perfect Host,6.7,93,Comedy,48.0,27734,48430,tt1334553,0,0.144892,5.8,2010,19392071.575000003,14870.0,0
Faults,6.7,89,Drama,70.0,10385,10385,tt3021360,0,0.285328,6.8,2014,19392071.575000003,602918.082,0
Me and Orson Welles,6.7,114,Comedy,73.0,11609,1186957,tt1175506,0,0.348842,6.4,2009,25410010.85,2374486.235,0
All the Real Girls,6.7,108,Drama,71.0,10893,548712,tt0299458,0,0.218799,5.6,2003,3451350.606,1100009.1155,0
Behind the Mask: The Rise of Leslie Vernon,6.7,92,Comedy,66.0,24730,69136,tt0437857,0,0.293239,6.6,2006,3451350.606,74782.27893,0
Seems Like Old Times,6.7,102,Comedy,58.0,10362,43995918,tt0081480,0,0.145131,5.9,1980,39577161.13,107263182.8,1
The Shipping News,6.7,111,Drama,47.0,33474,11434216,tt0120824,0,0.605017,6.3,2001,20127866.34,24908912.3,1
The Giant Mechanical Man,6.7,94,Comedy,43.0,10336,5360,tt1769363,0,0.166891,5.8,2012,3451350.606,1100009.1155,0
Starter for 10,6.7,92,Comedy,69.0,24426,210128,tt0477095,0,0.257326,6.7,2006,7200000.0,227288.9769,0
Mirrormask,6.7,101,Drama,55.0,23332,864959,tt0366780,0,0.663398,6.5,2005,4466253.159,968059.2556,0
The Curse of the Jade Scorpion,6.7,103,Comedy,52.0,41539,7496522,tt0256524,0,0.446532,6.1,2001,64760670.8,149601569.3,0
In a World...,6.7,93,Comedy,79.0,32481,2962542,tt2294677,0,0.592819,6.4,2013,936033.3527,2774311.126,0
Merantau,6.7,134,Action,52.75206611570248,11175,11175,tt1368116,0,0.427148,5.9,2009,3451350.606,1100009.1155,0
Witchfinder General,6.7,86,Drama,65.23290203327171,11466,11466,tt0063285,0,0.128924,6.2,1968,19392071.575000003,31555208.205,0
Ghosts of Mississippi,6.7,130,Drama,65.23290203327171,11599,13052741,tt0116410,0,0.212308,5.9,1996,48904571.56,103472187.85,1
Eagle vs Shark,6.7,88,Comedy,55.0,25448,221846,tt0494222,0,0.15744,6.9,2007,19392071.575000003,31555208.205,0
A Prairie Home Companion,6.7,105,Comedy,75.0,23228,20342852,tt0420087,0,0.178655,6.2,2006,16901963.96,24188922.0,0
Beyond the Sea,6.7,118,Biography,46.0,15278,6318709,tt0363473,0,0.43894,6.2,2004,26552244.2,51704183.665,1
The Jane Austen Book Club,6.7,106,Comedy,61.0,28608,3573870,tt0866437,0,0.499397,6.2,2007,5429468.225,327617.2897,0
The Last Supper,6.7,92,Comedy,56.58610567514677,15276,442965,tt0113613,0,0.283428,6.6,1995,39577161.13,633868.2383,1
Buffalo Soldiers,6.7,98,Comedy,56.0,25104,353743,tt0252299,0,0.427146,6.6,2001,18472321.75,31555208.205,0
SubUrbia,6.7,121,Comedy,62.0,10146,726207,tt0120238,0,0.166764,6.0,1996,27632731.52,23081726.0,0
Elegy,6.7,112,Drama,66.0,22913,3581642,tt0974554,0,0.702302,6.3,2008,13166226.24,15084795.56,0
Obvious Child,6.7,84,Comedy,76.0,25959,3122616,tt2910274,0,0.360727,6.7,2014,19392071.575000003,2877454.362,0
The Paper,6.7,112,Comedy,70.0,14667,38824341,tt0110771,0,0.387503,5.9,1994,8826669.37,142172162.3,1
Big Nothing,6.7,86,Comedy,56.58610567514677,31315,31315,tt0488085,0,0.499069,6.5,2006,3451350.606,1100009.1155,0
The Element of Crime,6.7,104,Crime,66.0,10695,10695,tt0087280,0,0.136618,5.7,1984,3451350.606,1100009.1155,0
The Air I Breathe,6.7,95,Crime,37.0,34617,25775,tt0485851,0,0.436123,6.0,2007,11433813.29035,436893.5,0
Small Time Crooks,6.7,94,Comedy,69.0,39622,17071230,tt0196216,0,0.498771,6.2,2000,64760670.8,149601569.3,0
Saints and Soldiers,6.7,90,Action,56.0,21075,1310470,tt0373283,0,0.317456,6.7,2003,924575.0629,5047869.79,0
Morvern Callar,6.7,97,Drama,78.0,10590,267194,tt0300214,0,0.143573,7.0,2002,19392071.575000003,31555208.205,0
Comet,6.7,91,Comedy,52.0,19148,19148,tt2965412,0,0.290033,6.7,2014,23088908.0,26027398.7,0
Grandma,6.7,79,Comedy,77.0,16349,6980421,tt4270516,0,0.259794,5.6,2015,551999.7571,6520452.971,0
Snow Falling on Cedars,6.7,127,Drama,44.0,14358,14378353,tt0120834,0,0.278394,6.5,1999,37722622.19,89565316.505,1
Two Days in Paris,6.7,96,Comedy,67.0,31705,4432981,tt0841044,0,0.838034,6.4,2007,19392071.575000003,20797965.11,0
Flawless,6.7,108,Crime,57.0,25570,1200234,tt0780516,0,0.59707,6.6,2007,21033371.65,7171945.394,0
State and Main,6.7,105,Comedy,75.0,21737,6920692,tt0120202,0,0.059043,5.7,2000,19392071.575000003,31555208.205,0
Fido,6.7,93,Comedy,70.0,29699,298110,tt0457572,0,0.307279,6.7,2006,8653353.266,461033.3553,0
Cypher,6.7,95,Mystery,57.43333333333333,31675,31675,tt0284978,0,0.361703,6.6,2003,8890144.836,24908912.3,1
Smashed,6.7,81,Drama,71.0,17337,375981,tt2063781,0,0.266025,6.1,2012,474872.1407,357670.8471,0
Cheap Thrills,6.7,88,Comedy,63.0,19888,59379,tt2389182,0,0.400903,6.0,2013,300000.0,31555208.205,0
Redbelt,6.7,99,Drama,69.0,21302,2344847,tt1012804,0,0.267935,6.4,2008,7089506.437,7871522.0,0
Frequencies,6.7,109,Mystery,57.43333333333333,14573,14573,tt2414766,0,0.292394,6.4,2013,19392071.575000003,31555208.205,0
Shadows and Fog,6.7,85,Comedy,56.58610567514677,17674,2735731,tt0105378,0,0.26744,6.0,1991,22415299.79,4380159.322,0
He Was a Quiet Man,6.7,100,Drama,53.0,22902,22902,tt0760311,0,0.070616,6.4,2007,12314881.17,21261702.4727,0
Kidulthood,6.7,89,Crime,63.25908372827804,19483,19483,tt0435680,0,0.461865,6.5,2006,1075179.143,178475.4111,0
Gangster No. 1,6.7,103,Crime,60.0,14298,30915,tt0210065,0,0.316973,5.8,2000,19392071.575000003,31555208.205,0
Last Love,6.7,111,Comedy,36.0,12947,12947,tt1838603,0,0.523119,6.7,2013,7675473.492,8385053.253,0
Defendor,6.7,101,Comedy,57.0,37216,44462,tt1303828,0,0.476687,6.3,2009,3557401.519,45191.1961,0
Love Is Strange,6.7,94,Drama,82.0,12947,2252580,tt2639344,0,0.451125,6.4,2014,3219998.583,2083713.36,0
Aqua Teen Hunger Force Colon Movie Film for Theaters,6.7,86,Animation,54.0,14311,5518918,tt0455326,0,0.370495,6.6,2007,45999979.76,98965884.825,1
Copying Beethoven,6.7,104,Biography,59.0,13942,352786,tt0424908,0,0.381198,5.9,2006,11898360.74,7417087.9895,0
The Escapist,6.7,102,Crime,56.0,17191,13023,tt0961728,0,0.471356,6.2,2008,19392071.575000003,31555208.205,0
Martian Child,6.7,106,Comedy,48.0,20692,7486906,tt0415965,0,0.579121,7.0,2007,33201255.78,65136911.45,1
The Hoax,6.7,116,Biography,70.0,16885,7156933,tt0462338,0,0.589842,6.5,2006,27041728.96,12733907.98,1
Restless,6.7,91,Drama,47.0,18135,163141,tt1498569,0,0.601594,6.3,2011,7755184.341,158268.7714,1
Resurrecting the Champ,6.7,112,Drama,55.0,21057,3172573,tt0416185,0,0.369633,5.4,2007,11647046.29,5098791.095050001,0
Race,6.7,149,Action,52.75206611570248,15431,1367024,tt1017456,0,0.134861,5.7,2008,3451350.606,1100009.1155,0
Catch a Fire,6.7,101,Biography,62.0,10640,4291965,tt0437232,0,0.537204,6.3,2006,19392071.575000003,4642486.169,0
Sleepwalk with Me,6.7,81,Comedy,71.0,12043,2263436,tt2077851,0,0.054123,6.3,2012,3451350.606,1100009.1155,0
Mujhse Shaadi Karogi,6.7,163,Comedy,56.58610567514677,16186,16186,tt0418362,0,0.076289,6.8,2004,3451350.606,1100009.1155,0
The Expendables 2,6.6,103,Action,51.0,313809,85017401,tt1764651,0,2.415046,6.0,2012,78760466.20075,165524556.362,0
The Lovely Bones,6.6,135,Drama,42.0,174255,43818839,tt0380510,0,1.673879,6.6,2009,66066028.22,95059446.21,0
The Amazing Spider-Man 2,6.6,142,Action,53.0,514181,132142175,tt1872181,0,4.101979,6.6,2014,78760466.20075,165524556.362,1
Nanny McPhee,6.6,97,Comedy,59.0,80933,47144110,tt0396752,0,1.610259,6.1,2005,27914082.24,136767638.6,1
Weird Science,6.6,94,Comedy,46.0,93335,23834048,tt0090305,0,0.623669,6.3,1985,39958730.42,78925780.38,0
The Parent Trap,6.6,128,Adventure,64.0,145487,66308518,tt0120783,0,0.999651,6.7,1998,67245899.36,156808805.1,1
Wild Things,6.6,108,Crime,52.0,125169,29753944,tt0120890,0,1.408985,6.1,1998,26753909.38,89893135.52,1
Event Horizon,6.6,96,Horror,35.0,188514,26673242,tt0119081,0,1.949225,6.2,1997,78760466.20075,36234540.89,1
The Beach,6.6,119,Adventure,43.0,246071,39785027,tt0163978,0,0.626782,6.2,2000,50651684.57,165524556.362,1
Star Wars: Episode II - Attack of the Clones,6.6,142,Action,54.0,730831,132142175,tt0121765,0,3.128314,6.4,2002,78760466.20075,165524556.362,1
The Running Man,6.6,101,Action,45.0,159309,38122105,tt0093894,0,1.354524,6.3,1987,51815171.83,73159385.96,0
EuroTrip,6.6,92,Comedy,45.0,215058,17718223,tt0356150,0,1.279087,6.4,2004,28861135.0,24008824.35,0
Divergent,6.6,139,Action,48.0,472300,132142175,tt1840309,0,6.14502,6.9,2014,78292739.32,165524556.362,0
Resident Evil,6.6,100,Action,33.0,279091,40119709,tt0120804,0,3.326646,6.3,2002,40004625.99,124185364.0,0
X-Men: The Last Stand,6.6,104,Action,58.0,527576,132142175,tt0376994,0,0.157586,6.2,2006,78760466.20075,165524556.362,1
This Is the End,6.6,107,Comedy,67.0,423016,101470202,tt1245492,0,1.302011,6.2,2013,29953067.29,117978881.2,1
Drop Dead Gorgeous,6.6,97,Comedy,28.0,39025,10561238,tt0157503,0,0.285902,6.2,1999,13090528.47,13838531.73,1
Pirates of the Caribbean: On Stranger Tides,6.6,136,Action,45.0,542492,132142175,tt1298650,0,4.95513,6.3,2011,78760466.20075,165524556.362,1
The Incredible Hulk,6.6,112,Action,61.0,506268,132142175,tt0800080,0,2.349544,6.1,2008,78760466.20075,165524556.362,1
Joy,6.6,124,Biography,56.0,140686,56451232,tt2446980,0,2.793297,6.4,2015,55199975.71,93043293.34,0
"Me, Myself & Irene",6.6,116,Comedy,49.0,243821,90570999,tt0183505,0,0.78353,5.9,2000,64580897.83,165524556.362,1
John Carter,6.6,132,Action,51.0,279252,73078100,tt0401729,0,1.588457,6.0,2012,78760466.20075,165524556.362,1
Airport,6.6,137,Action,42.0,20521,100489150,tt0065377,0,0.336237,6.2,1970,56163683.44,165524556.362,1
You're Next,6.6,95,Horror,66.0,104169,18474268,tt1853739,0,0.706395,6.6,2011,6860405.222999999,13907953.72,0
Ender's Game,6.6,114,Action,51.0,247030,61737191,tt1731141,0,2.476989,6.6,2013,78760466.20075,117506997.8,0
Quantum of Solace,6.6,106,Action,58.0,458408,132142175,tt0830515,0,3.086676,6.0,2008,78760466.20075,165524556.362,0
The Other Guys,6.6,107,Action,64.0,277854,119219978,tt1386588,0,1.419224,6.1,2010,78760466.20075,165524556.362,1
Powder,6.6,111,Drama,65.23290203327171,31574,30862146,tt0114168,0,0.67066,6.0,1995,66200020.27,43453835.1,0
Footloose,6.6,107,Drama,42.0,86066,80035402,tt0087277,0,0.791148,6.0,1984,17212144.72,165524556.362,1
Run All Night,6.6,114,Action,59.0,112125,26461644,tt2199571,0,3.23737,6.3,2015,45999979.76,65836683.51,0
The Faculty,6.6,104,Horror,61.0,128879,40064955,tt0133751,0,0.433845,6.1,1998,20065432.04,53886815.98,0
My Big Fat Greek Wedding,6.6,95,Comedy,62.0,137147,132142175,tt0259446,0,1.271588,6.1,2002,6061306.968,165524556.362,0
Focus,6.6,105,Comedy,56.0,259838,53862963,tt2381941,0,2.395366,6.7,2015,46091979.72,141645863.6,0
The Hunger Games: Mockingjay - Part 1,6.6,123,Action,64.0,472708,132142175,tt1951265,0,10.739009,6.6,2014,78760466.20075,165524556.362,1
Project X,6.6,88,Comedy,48.0,220376,54731865,tt1636826,0,1.270174,6.5,2012,11396931.38,94974428.14,0
Nymphomaniac: Vol. II,6.6,124,Drama,60.0,95309,327167,tt2382009,0,3.006256,6.6,2013,13090202.39,2084702.594,0
The Village,6.6,108,Drama,44.0,269081,114197520,tt0368447,0,0.677316,6.0,2004,69266723.99,165524556.362,1
Summer School,6.6,97,Comedy,27.0,21259,35658098,tt0094072,0,0.264653,6.1,1987,45999979.76,67387411.87,1
Elysium,6.6,109,Action,61.0,458151,93050117,tt1535108,0,2.951594,6.5,2013,78760466.20075,165524556.362,1
Puss in Boots,6.6,90,Animation,65.0,182069,132142175,tt0448694,0,1.071695,6.9,2011,78760466.20075,165524556.362,0
This Is Where I Leave You,6.6,103,Comedy,44.0,85413,34290142,tt1371150,0,0.876066,6.5,2014,18237602.81,38037670.78,1
Austin Powers: The Spy Who Shagged Me,6.6,95,Action,59.0,240846,132142175,tt0145660,0,1.560867,6.0,1999,43198743.94,165524556.362,1
Smokin' Aces,6.6,108,Action,45.0,148832,35662731,tt0475394,0,1.027989,6.3,2006,18388375.69,61767522.04,1
Burnt,6.6,101,Comedy,42.0,126411,13650738,tt2503944,0,2.584264,6.3,2015,18399991.9,33678188.74,0
The Chronicles of Riddick,6.6,119,Action,38.0,236031,57761012,tt0296572,0,1.052176,6.2,2004,78760466.20075,133653299.0,1
The Pelican Brief,6.6,141,Crime,50.0,91670,100768056,tt0107798,0,0.796639,6.2,1993,67926148.28,165524556.362,1
Robin Hood,6.6,140,Action,53.0,275582,105269730,tt0955308,0,2.11831,6.1,2010,78760466.20075,165524556.362,1
Talladega Nights: The Ballad of Ricky Bobby,6.6,108,Comedy,66.0,191507,132142175,tt0415306,0,0.912871,6.2,2006,78421013.98,165524556.362,1
The Best of Me,6.6,118,Drama,29.0,75104,26761283,tt1972779,0,1.63015,7.2,2014,23948367.32,33091313.28,0
Revenge of the Nerds,6.6,90,Comedy,44.0,56487,40900000,tt0088000,0,0.343859,6.6,1984,41557878.23,116558692.25,1
The Da Vinci Code,6.6,149,Mystery,46.0,444514,132142175,tt0382625,0,3.655536,6.4,2006,78760466.20075,165524556.362,1
Annie,6.6,127,Comedy,39.0,47465,57059003,tt0083564,0,0.421748,6.2,1982,78760466.20075,128932942.6,1
Drag Me to Hell,6.6,99,Horror,83.0,210345,42100625,tt1127180,0,1.398364,6.1,2009,30492013.02,92332504.83,1
The Rundown,6.6,104,Action,59.0,110337,47726342,tt0327850,0,0.754774,6.3,2003,78760466.20075,95914577.8,1
Black Rain,6.6,125,Action,56.0,57315,46212055,tt0096933,0,0.382943,6.0,1989,52769548.17,80723709.73,1
30 Days of Night,6.6,113,Action,53.0,182688,39568996,tt0389722,0,1.285301,6.1,2007,31550057.48,79407259.61,1
Prince of Persia: The Sands of Time,6.6,116,Action,50.0,296432,90759676,tt0473075,0,2.128799,6.1,2010,78760466.20075,165524556.362,1
Safe Haven,6.6,115,Drama,34.0,113471,71349120,tt1702439,0,0.96795,6.8,2013,26208933.88,91351370.07,0
Anna Karenina,6.6,129,Drama,63.0,103316,12816367,tt1781769,0,1.327062,6.4,2012,37722622.19,65465066.03,1
What Lies Beneath,6.6,130,Drama,51.0,130849,132142175,tt0161081,0,0.464139,6.1,2000,78760466.20075,165524556.362,1
